type,product_internal_id,product_sku,product_name,product_price,product_compare_to_price,product_is_inventory_tracked,product_quantity,product_quantity_out_of_stock_behaviour,product_low_stock_notification_quantity,product_quantity_minimum_allowed_for_purchase,product_quantity_maximum_allowed_for_purchase,product_is_available,product_media_main_image_url,product_media_main_image_alt,product_media_gallery_image_url_1,product_media_gallery_image_alt_1,product_media_gallery_image_url_2,product_media_gallery_image_alt_2,product_media_gallery_image_url_3,product_media_gallery_image_alt_3,product_media_gallery_image_url_4,product_media_gallery_image_alt_4,product_media_gallery_image_url_5,product_media_gallery_image_alt_5,product_media_gallery_image_url_6,product_media_gallery_image_alt_6,product_media_gallery_image_url_7,product_media_gallery_image_alt_7,product_media_gallery_image_url_8,product_media_gallery_image_alt_8,product_media_gallery_image_url_9,product_media_gallery_image_alt_9,product_media_gallery_image_url_10,product_media_gallery_image_alt_10,product_media_gallery_image_url_11,product_media_gallery_image_alt_11,product_media_gallery_image_url_12,product_media_gallery_image_alt_12,product_description,product_category_1,product_category_2,product_category_3,product_category_4,product_category_5,product_category_6,product_category_7,product_is_featured,product_is_featured_order_by,product_price_per_unit,product_units_in_product,product_brand,product_upc,product_ribbon_text,product_ribbon_color,product_subtitle,product_weight,product_is_shipping_required,product_length,product_width,product_height,product_shipping_preparation_time_for_shipping_in_days,product_shipping_preparation_time_for_pickup_in_minutes,product_shipping_preparation_time_for_local_delivery_in_minutes,product_shipping_preparation_time_for_preorders_in_days,product_shipping_show_delivery_date_on_the_product_page,product_shipping_type,product_shipping_fixed_rate,product_shipping_method_markup,product_shipping_white_list,product_shipping_black_list,product_tax_class_code,product_seo_title,product_seo_description,product_related_item_ids,product_related_item_skus,product_related_items_random,product_related_items_random_category,product_related_items_random_number_of_items,product_custom_price_enabled,product_is_review_collection_enabled,product_google_product_category_code,product_option_name,product_option_type,product_option_is_required,product_option_value,product_option_markup,product_option_is_default_option_selection,product_option_swatch_hex_value,product_option_swatch_image,product_option_swatch_selector_is_image,category_internal_id,category_path,category_is_available,category_description,category_seo_title,category_seo_description,category_image,category_image_alt,category_order_by,source_store_id,url,custom_url_slug
product,805488531,,Culebrita Lunch Box (Kids),15.00,,false,0,SHOW,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5494365173.jpg,Kids Lunchbox,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4773772763.png,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5494416016.jpg,,,,,,,,,,,,,,,,,,,,,,<div>Kid Island box: $12.00</div><div>* Ham & cheese sandwich</div><div>* Chips</div><div>* Apple or orange</div><div>* Cookie or mini donut</div><p>* Juice box or bottled water</p>,Grocery Delivery | Shop Culebra / Lunch \/ Beach Package,Water Taxi & Private Excursions,Cabana Grocery Preparation,Glamping in Culebra,,,,true,14,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,24276-1727054069550,,default,Culebrita Lunch Box (Kids),Kid Island box: $12.00 * Ham & cheese sandwich * Chips * Apple or orange * Cookie or mini donut * Juice box or bottled water,,,false,,5,false,true,988,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/culebrita-lunch-box-kids,
product_option,805488531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandwich Choice,DROPDOWNLIST,true,Jamon y Queso Tostado (ham & cheese sandwich grilled),0.00,false,,,,,,,,,,,,,108569855,,
product_option,805488531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potato chips or Platano chips (plantain chips),CHECKBOXES,false,Potato chips,0.00,,,,,,,,,,,,,,108569855,,
product_option,805488531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potato chips or Platano chips (plantain chips),CHECKBOXES,false,Platano chips,0.00,,,,,,,,,,,,,,108569855,,
product_option,805488531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baked Goods,RADIOBUTTONS,true,Quesito ( Puertorican Danish Pastry),0.00,false,,,,,,,,,,,,,108569855,,
product_option,805488531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baked Goods,RADIOBUTTONS,true,Donut,0.00,false,,,,,,,,,,,,,108569855,,
product_option,805488531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drink included,DROPDOWNLIST,true,Coke,0.00,false,,,,,,,,,,,,,108569855,,
product_option,805488531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drink included,DROPDOWNLIST,true,Sprite,0.00,false,,,,,,,,,,,,,108569855,,
product_option,805488531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drink included,DROPDOWNLIST,true,Water,0.00,false,,,,,,,,,,,,,108569855,,
product_option,805488531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fruit Nectar 1 Liter (Pineapple, Pear, Mango, Tamarind, Tropical Punch, Peach, Soursop, Passion Fruit)",CHECKBOXES,false,Pineapple,4.00,,,,,,,,,,,,,,108569855,,
product_option,805488531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fruit Nectar 1 Liter (Pineapple, Pear, Mango, Tamarind, Tropical Punch, Peach, Soursop, Passion Fruit)",CHECKBOXES,false,Pear,4.00,,,,,,,,,,,,,,108569855,,
product_option,805488531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fruit Nectar 1 Liter (Pineapple, Pear, Mango, Tamarind, Tropical Punch, Peach, Soursop, Passion Fruit)",CHECKBOXES,false,Mango,4.00,,,,,,,,,,,,,,108569855,,
product_option,805488531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fruit Nectar 1 Liter (Pineapple, Pear, Mango, Tamarind, Tropical Punch, Peach, Soursop, Passion Fruit)",CHECKBOXES,false,Tamarind,4.00,,,,,,,,,,,,,,108569855,,
product_option,805488531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fruit Nectar 1 Liter (Pineapple, Pear, Mango, Tamarind, Tropical Punch, Peach, Soursop, Passion Fruit)",CHECKBOXES,false,Tropical Punch,4.00,,,,,,,,,,,,,,108569855,,
product_option,805488531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fruit Nectar 1 Liter (Pineapple, Pear, Mango, Tamarind, Tropical Punch, Peach, Soursop, Passion Fruit)",CHECKBOXES,false,Soursop,4.00,,,,,,,,,,,,,,108569855,,
product_option,805488531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fruit Nectar 1 Liter (Pineapple, Pear, Mango, Tamarind, Tropical Punch, Peach, Soursop, Passion Fruit)",CHECKBOXES,false,Passion Fruit,4.00,,,,,,,,,,,,,,108569855,,
product_option,805488531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fruit Nectar 1 Liter (Pineapple, Pear, Mango, Tamarind, Tropical Punch, Peach, Soursop, Passion Fruit)",CHECKBOXES,false,Peach,4.00,,,,,,,,,,,,,,108569855,,
product,751502068,,Deodorant,6.99,,false,0,SHOW,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4926096883.jpg,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4926144756.jpg,,,,,,,,,,,,,,,,,,,,,,,,,Water Taxi & Private Excursions,,,,,,,false,,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,24276-1727054069550,,default,Deodorant,,,,false,,5,false,true,469,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/deodorant,
product_option,751502068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mens Dove Deodorant 1.6 oz,RADIOBUTTONS,false,4.99,0.00,true,,,,,,,,,,,,,108569855,,
product_option,751502068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womans Dove Deoderant 1.6 oz,RADIOBUTTONS,false,4.99,0.00,true,,,,,,,,,,,,,108569855,,
product,696977348,,"Dips, Salsa, Guacamole",6.99,,false,0,SHOW,1,,5,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4694569698.png,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5005041747.png,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5005049330.jpg,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5005049130.jpg,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5008214010.png,,,,,,,,,,,,,,,,,,,Grocery Delivery | Shop Culebra / Cookout BBQ Package,Grocery Delivery | Shop Culebra,Water Taxi & Private Excursions,Grocery Delivery | Shop Culebra / Lunch \/ Beach Package,Cabana Grocery Preparation,,,true,15,,,,,,#FE9800,"Buffalo, Cilantro Plant Dips",0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,24276-1727054069550,,default,"Dips, Salsa, Guacamole",,,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/dips-salsa-guacamole,
product_option,696977348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,French Onion Dip,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696977348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,Queso Dip,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696977348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,Medium Salsa,1.00,false,,,,,,,,,,,,,108569855,,
product_option,696977348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,Hot Salsa,1.00,false,,,,,,,,,,,,,108569855,,
product_option,696977348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,Traditional Hummus - 10 oz,1.00,false,,,,,,,,,,,,,108569855,,
product_option,696977348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavors,RADIOBUTTONS,true,Guacamole,1.00,false,,,,,,,,,,,,,108569855,,
product,763623546,,Disposable Plates & Bowls,6.99,,false,0,SHOW,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5015701118.png,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5015715879.png,,,,,,,,,,,,,,,,,,,,,,,,<p>Qty 80 plates</p><p>Qty 50 Bowls</p>,Grocery Delivery | Shop Culebra / Cookout BBQ Package,Grocery Delivery | Shop Culebra,Water Taxi & Private Excursions,Grocery Delivery | Shop Culebra / Lunch \/ Beach Package,Grocery Delivery | Shop Culebra / Breakfast Package,Cabana Grocery Preparation,"Food Delivery - Culebra, PR",false,,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,GLOBAL_METHODS,0.00,0.00,,,default,Disposable Plates & Bowls,Qty 80 plates Qty 50 Bowls,,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/disposable-plates--bowls,
product_option,763623546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plates & Bowls,RADIOBUTTONS,true,Disposable Plates - Qty 80,0.00,false,,,,,,,,,,,,,108569855,,
product_option,763623546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plates & Bowls,RADIOBUTTONS,true,Disposable Bowls - Qty 50,0.00,false,,,,,,,,,,,,,108569855,,
product,763600805,,Disposable Razors,3.99,,false,0,SHOW,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5015623150.png,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5015631941.png,,,,,,,,,,,,,,,,,,,,,,,,<p>Men's Disposable Razor Qty 1</p><p>Women's Disposable Razor Qty 1</p>,Grocery Delivery | Shop Culebra,,,,,,,false,,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,GLOBAL_METHODS,0.00,0.00,,,default,Disposable Razors,Men's Disposable Razor Qty 1 Women's Disposable Razor Qty 1,"751502518,751523751,751502068",,true,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/disposable-razors,
product,763624278,,"Disposable Utensils (forks, knifes, spoons)",9.99,,false,0,SHOW,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5015701133.png,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Disposable Clear Assorted Cutlery Set, Premium Quality, 192 Count, Large Combo Pack Forks, Spoon and Knives</p>",Grocery Delivery | Shop Culebra,Water Taxi & Private Excursions,Cabana Grocery Preparation,,,,,false,,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,GLOBAL_METHODS,0.00,0.00,,,default,"Disposable Utensils (forks, knifes, spoons)","Disposable Clear Assorted Cutlery Set, Premium Quality, 192 Count, Large Combo Pack Forks, Spoon and Knives","762908087,763623546,763621269,763623526,762766817",,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/disposable-utensils-forks-knifes-spoons,
product,762908091,,Dog & Cat Pet Supplies & Accessories,4.99,,false,0,SHOW,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5010228271.png,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/5010228353.png,,,,,,,,,,,,,,,,,,,,,,,,,Grocery Delivery | Shop Culebra,,,,,,,false,,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,GLOBAL_METHODS,0.00,0.00,,,default,Dog & Cat Pet Supplies & Accessories,,,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/dog--cat-pet-supplies--accessories,
product_option,762908091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Supplies,RADIOBUTTONS,true,Cat Food Can,0.00,false,,,,,,,,,,,,,108569855,,
product_option,762908091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Supplies,RADIOBUTTONS,true,Dog Food Bag - Small,5.00,false,,,,,,,,,,,,,108569855,,
product_option,762908091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Supplies,RADIOBUTTONS,true,Dog Treats,2.00,false,,,,,,,,,,,,,108569855,,
product_option,762908091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Supplies,RADIOBUTTONS,true,Cat Treats,2.00,false,,,,,,,,,,,,,108569855,,
product,809179325,,Dolly Pizza – (Most popular),28.00,,false,10,,5,,,true,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/products/809179325/5521300574.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><strong>DOLLY Pizza –</strong> <em>(Most popular)</em></p><div>Tomato sauce, basil, mozzarella, pecorino, and crispy pepperoni “cups,” finished with your choice of hot honey or regular local honey.</div>","Food Delivery - Culebra, PR",Grocery Delivery | Shop Culebra,Glamping in Culebra,"Order Food for Delivery - Culebra, PR",,,,true,35,,,,,,,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,9a776cd4-fbb7-4223-8a9f-680374bb2e87-1768838096739,,default,Dolly Pizza – (Most popular),"DOLLY Pizza – (Most popular) Tomato sauce, basil, mozzarella, pecorino, and crispy pepperoni “cups,” finished with your choice of hot honey or regular local honey.","809188520,811099479,809179566,811099474,809179568",,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/dolly-pizza-most-popular,
product,809789761,,Donut,3.00,,false,0,,1,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,<p>A Donut from Pan Café</p><div><div><div></div></div></div>,,,,,,,,true,43,,,,,,,,0.0,true,0.0,0.0,0.0,,,,,false,GLOBAL_METHODS,0.00,0.00,,,default,Donut,A Donut from Pan Café,,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/donut,
product,696958350,,Dried Fruits,6.99,,false,0,SHOW,1,,5,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4549590881.jpg,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4549590592.jpg,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4549590871.jpg,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4549590876.jpg,,,,,,,,,,,,,,,,,,,,,Grocery Delivery | Shop Culebra / Lunch \/ Beach Package,Grocery Delivery | Shop Culebra,Water Taxi & Private Excursions,Cabana Grocery Preparation,,,,false,,,,Sunbest,,,#FE9800,"Mango, Papaya, Pineapple, Tropical Dried Fruits",0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,24276-1727054069550,,default,Dried Fruits,,,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/dried-fruits-696958350,
product_option,696958350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruits,RADIOBUTTONS,true,Papaya Chunks,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696958350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruits,RADIOBUTTONS,true,Pineapple Chunks,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696958350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruits,RADIOBUTTONS,true,Tropical Mixed Fruits,0.00,false,,,,,,,,,,,,,108569855,,
product_option,696958350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruits,RADIOBUTTONS,true,Mango Slices,0.00,false,,,,,,,,,,,,,108569855,,
product,811009977,,Egg Roll - Golden China,4.00,,false,0,,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/products/811009977/5537793529.png,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Beautiful hand rolled egg rolls, served with sauce of your choice and come crispy as they get!</p><p><br></p><p>All Chicken, Beef, Pork, and Seafood Platters Include Fried rice or Steamed Rice and French Fries.</p>",,,,,,,,true,53,,,,,,,,0.0,true,0.0,0.0,0.0,,,,,false,GLOBAL_METHODS,0.00,0.00,,,default,Egg Roll - Golden China,"Beautiful hand rolled egg rolls, served with sauce of your choice and come crispy as they get! All Chicken, Beef, Pork, and Seafood Platters Include Fried rice or Steamed Rice and French Fries.",,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/egg-roll-golden-china,
product,702537796,,Eggs,4.99,,false,0,SHOW,1,,,false,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/4591845432.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Grocery Delivery | Shop Culebra / Breakfast Package,Grocery Delivery | Shop Culebra,,,,,,false,,,,,,,#FE9800,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,24276-1727054069550,,default,Eggs,,,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/eggs,
product_option,702537796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egg Quantity,RADIOBUTTONS,true,1/2 Dozen Qty 6,0.00,false,,,,,,,,,,,,,108569855,,
product_option,702537796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egg Quantity,RADIOBUTTONS,true,1 Dozen Qty 12,4.00,false,,,,,,,,,,,,,108569855,,
product,809729652,,Eggs with Toast - Breakfast,12.00,,false,0,,1,,,true,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/products/809729652/5527335978.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/108569855/products/809729652/5527411329.webp,,,,,,,,,,,,,,,,,,,,,,,,"<p>Fried Eggs or Scrambled Eggs, Toast, with (Ham or Bacon, or Sausage)</p>",Grocery Delivery | Shop Culebra / Breakfast Package,Water Taxi & Private Excursions,"Food Delivery - Culebra, PR","Order Food for Delivery - Culebra, PR",Food Delivery Options,,,true,1,,,,,,,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,a4833fcf-ff01-4c6f-ab4a-b7e54554b27f-1768866807672,,default,Eggs with Toast - Breakfast,"Fried Eggs or Scrambled Eggs, Toast, with (Ham or Bacon, or Sausage)",,,false,,5,false,true,,,,,,,,,,,,,,,,,,,,108569855,https://www.shopculebra.com/products/eggs-with-toast-breakfast,
product_option,809729652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eggs with Toast Choices,RADIOBUTTONS,true,Fried Eggs,0.00,false,,,,,,,,,,,,,108569855,,
product_option,809729652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eggs with Toast Choices,RADIOBUTTONS,true,Scrambled Eggs,0.00,false,,,,,,,,,,,,,108569855,,
product_option,809729652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ham, Bacon, Sausage Options",RADIOBUTTONS,true,Ham,0.00,false,,,,,,,,,,,,,108569855,,
product_option,809729652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ham, Bacon, Sausage Options",RADIOBUTTONS,true,Bacon,0.00,false,,,,,,,,,,,,,108569855,,
product_option,809729652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ham, Bacon, Sausage Options",RADIOBUTTONS,true,Sausage,0.00,false,,,,,,,,,,,,,108569855,,
product_option,809729652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Add Cheddar Cheese,RADIOBUTTONS,true,Yes,2.00,false,,,,,,,,,,,,,108569855,,
product_option,809729652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Add Cheddar Cheese,RADIOBUTTONS,true,No,0.00,false,,,,,,,,,,,,,108569855,,
product_option,809729652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pastries,CHECKBOXES,false,Glazed Donut,2.50,,,,,,,,,,,,,,108569855,,
product_option,809729652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pastries,CHECKBOXES,false,Cinnamon Roll,4.00,,,,,,,,,,,,,,108569855,,
product_option,809729652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Bottled Water,2.00,,,,,,,,,,,,,,108569855,,
product_option,809729652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Orange Juice,4.00,,,,,,,,,,,,,,108569855,,
product_option,809729652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Apple Juice,4.00,,,,,,,,,,,,,,108569855,,
product_option,809729652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Soda - Coca Cola,3.00,,,,,,,,,,,,,,108569855,,
product_option,809729652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverage,CHECKBOXES,false,Soda - Sprite,3.00,,,,,,,,,,,,,,108569855,,
